COD_PERSONOR|COD_PERSONDE|IDW_CANAL|COD_TRANSAC|FEC_OPER|HMS_OPER|IMP_IMPOPER
25894668||18|KW83|01/09/2019|191111|1047
25894668||18|KW83|01/09/2019|191154|567
25894668||18|KW83|01/09/2019|191245|3
25894668||18|KW83|01/09/2019|191322|181
25894668||18|KW83|01/09/2019|191401|500
25894668||18|KW83|01/09/2019|191443|1
25894668||18|KW83|01/09/2019|191520|1
25894668||18|KW83|01/09/2019|191602|209
25894668||18|KW83|01/09/2019|191643|100
25894668||18|KW83|01/09/2019|191720|189
25894668||18|KW83|01/09/2019|191755|3
25894668||18|KW83|01/09/2019|191836|189
25894668||18|KW83|01/09/2019|191921|510
25894668||18|KW83|01/09/2019|192007|509
25894668||18|KW83|01/09/2019|192054|1
25894668||18|KW83|01/09/2019|192145|458
25894668||18|KW83|01/09/2019|192223|100
25910935||18|KW70|01/09/2019|130514|17300
25950991||18|KW77|01/09/2019|014101|379.18
25950991||18|KW77|01/09/2019|014151|493.3
25950991||18|KW77|01/09/2019|014238|411.55
26000443||18|KW77|01/09/2019|215905|449.1
26009270||18|KW77|01/09/2019|160533|1800
26009270||18|KW77|01/09/2019|162422|1250
26009270||18|KW77|01/09/2019|162605|124
26013046||18|KW70|01/09/2019|142848|5250
26018711||18|KW77|01/09/2019|210340|4897.83
26033784||18|KW70|01/09/2019|175835|400
26042474||18|KW77|01/09/2019|180033|163.17
26062170||18|KW70|01/09/2019|080809|6000
26138197||18|KW70|01/09/2019|203617|1300
26151857||18|KW77|01/09/2019|100621|29.9
26151857||18|KW77|01/09/2019|100837|87.05
26151857||18|KW77|01/09/2019|101021|65.28
26151857||18|KW98|01/09/2019|101122|74.99
26158156||18|KW70|01/09/2019|175412|70
26160488||18|KW74|01/09/2019|204415|6962.2
26437485||18|KW77|01/09/2019|200812|12453.18
26186346||18|KW70|01/09/2019|001807|290.9
26186346||18|KW70|01/09/2019|001956|1200
26210780||18|KW77|01/09/2019|100951|945
26227388||18|KW70|01/09/2019|024648|324.92
26253998||18|KW70|01/09/2019|175532|262
28042326|23853289|18|KW51|01/09/2019|185136|200
24965974|23854968|18|KW51|01/09/2019|180616|500
23859139|23859139|18|KW50|01/09/2019|012352|1279
27733042|23863332|18|KW51|01/09/2019|151307|450
21762615|05596580|18|KW51|01/09/2019|232844|1500
27250021|05876354|18|KW51|01/09/2019|213554|1000
25351511|06093400|18|KW51|01/09/2019|145440|300
22280884|06536883|18|KW51|01/09/2019|113935|600
22280884|06536883|18|KW51|01/09/2019|114158|600
25555890|07385587|18|KW51|01/09/2019|094629|565
21881958|09179933|18|KW51|01/09/2019|161917|140
26985446|09675744|18|KW51|01/09/2019|115156|840
25442970|10923638|18|KW51|01/09/2019|221327|1125
26930558|11186483|18|KW51|01/09/2019|021150|60
24247060|12059787|18|KW51|01/09/2019|124855|1000
26711827|12249268|18|KW51|01/09/2019|200653|10000
23608934|12961456|18|KW51|01/09/2019|090803|29000
24366849|13548072|18|KW51|01/09/2019|122941|700
21774237|20018663|18|KW51|01/09/2019|204912|700
26172478|20159058|18|KW51|01/09/2019|211221|2700
26750967|20189851|18|KW51|01/09/2019|203004|150
27437273|20234869|18|KW51|01/09/2019|163036|9216.07
28361873|20259322|18|KW51|01/09/2019|103025|1232
25190427|20291538|18|KW51|01/09/2019|205129|1380
22946312|20307842|18|KW51|01/09/2019|121710|2000
22617296|20417096|18|KW51|01/09/2019|220036|40
28400991|20580314|18|KW51|01/09/2019|162644|200
25190427|20601093|18|KW51|01/09/2019|203423|1380
28382302|20643558|18|KW51|01/09/2019|230941|3000
23307045|20658694|18|KW51|01/09/2019|202103|40
26217637|20701334|18|KW51|01/09/2019|164342|400
22819167|20802392|18|KW51|01/09/2019|135558|1000
23519385|20950077|18|KW51|01/09/2019|114150|679
24965272|20962938|18|KW51|01/09/2019|145359|1966
27647002|21054349|18|KW51|01/09/2019|201110|247.72
23872350|21181236|18|KW51|01/09/2019|083151|6571.03
26952059|21195961|18|KW51|01/09/2019|125956|1814.4
26803066|21323278|18|KW51|01/09/2019|144352|1540
21887766|21474882|18|KW51|01/09/2019|010431|184
22656143|21537771|18|KW51|01/09/2019|150237|235
22334770|21544011|18|KW51|01/09/2019|082740|1000
24611909|21552643|18|KW51|01/09/2019|144213|224.12
26137882|21597104|18|KW51|01/09/2019|212944|600
26137882|21597104|18|KW51|01/09/2019|213454|600
26810031|21632329|18|KW51|01/09/2019|235109|2116
25046647|21782389|18|KW51|01/09/2019|102341|300
28047419|21950906|18|KW51|01/09/2019|154145|760
28047419|21950906|18|KW51|01/09/2019|223904|90
27181675|21988971|18|KW51|01/09/2019|175246|40
27181675|21988971|18|KW51|01/09/2019|175413|40
26103157|22003652|18|KW51|01/09/2019|174241|250.2
23970038|22015314|18|KW51|01/09/2019|204356|5000
25505030|22031159|18|KW51|01/09/2019|110106|1600
23509424|22112573|18|KW51|01/09/2019|112140|150
26672435|22180126|18|KW51|01/09/2019|220519|614.8
27024031|22180126|18|KW51|01/09/2019|213723|640
25823172|22191544|18|KW51|01/09/2019|024707|300
25823172|22191544|18|KW51|01/09/2019|051143|300
25823172|22191544|18|KW51|01/09/2019|202052|180
27601455|22210418|18|KW51|01/09/2019|103340|8000
22225718|22225718|18|KX50|01/09/2019|231948|3949
22363004|22363004|18|KW50|01/09/2019|102622|3000
24366849|22445970|18|KW51|01/09/2019|121855|1080
28034754|22459159|18|KW51|01/09/2019|105739|200
28034754|22459159|18|KW51|01/09/2019|111806|300
25689947|22531225|18|KW51|01/09/2019|162910|300
25621764|22540164|18|KW51|01/09/2019|163318|350
25169795|22545035|18|KW51|01/09/2019|174532|200
25664639|22602871|18|KW51|01/09/2019|163734|1500
21793262|24111426|18|KW51|01/09/2019|213814|1650
24402813|24112720|18|KW51|01/09/2019|083653|200
24118421|24118421|18|KW50|01/09/2019|101615|1416
24233357|24147743|18|KW51|01/09/2019|151509|100
23583137|24150057|18|KW51|01/09/2019|095413|300
26340820|24153681|18|KW51|01/09/2019|133820|700
23070620|24158789|18|KW51|01/09/2019|120117|5000
26197746|24160935|18|KW51|01/09/2019|094206|1000
26625438|26780253|18|KW51|01/09/2019|215454|81
26265969|25247636|18|KW51|01/09/2019|160911|2500
28419596|28414681|18|KW51|01/09/2019|143634|500
27233961|25341869|18|KW51|01/09/2019|131306|500
26239303|25730972|18|KW51|01/09/2019|163010|1000
26239303|25730972|18|KW51|01/09/2019|164646|1000
26254644|24342668|18|KW51|01/09/2019|083721|200
25305503|24174551|18|KW51|01/09/2019|150202|2800
25305503|24174551|18|KW51|01/09/2019|150421|2800
26524963|24187249|18|KW51|01/09/2019|180050|4216.72
25582820|25189065|18|KW51|01/09/2019|175904|492.33
25582820|25189065|18|KW51|01/09/2019|180001|110
21785127|26979248|18|KW51|01/09/2019|114148|1000
28472307|25166211|18|KW51|01/09/2019|184513|613
21774237|24211861|18|KW51|01/09/2019|014102|563.33
21774237|24211861|18|KW51|01/09/2019|014156|166.67
24366849|24212802|18|KW51|01/09/2019|123341|295
26551926|24215574|18|KW51|01/09/2019|173302|1927.01
27731407|24221706|18|KW51|01/09/2019|162509|600
24173977|24150763|18|KW51|01/09/2019|190756|180
27134830|24152201|18|KW51|01/09/2019|112550|2084.13
27571337|21171763|18|KP80|01/09/2019|121336|720
25645113|21249270|18|KP75|01/09/2019|223940|3000
27571337|21273198|18|KP80|01/09/2019|121336|540
25237109|21277841|18|KP70|01/09/2019|163904|1565.28
21482949|21354421|18|KP70|01/09/2019|202933|200
20535002|21361856|18|KP70|01/09/2019|145855|988.73
24699790|21503199|18|KP70|01/09/2019|122841|700
21222724|21504082|18|KP70|01/09/2019|093819|619.1
20879667|21524574|18|KP70|01/09/2019|142852|1368.5
25309635|21558117|18|KP70|01/09/2019|111831|914.03
27649089|21564695|18|KP70|01/09/2019|105329|1000
25047807|21615243|18|KP70|01/09/2019|155901|1740
26430176|21636299|18|KP70|01/09/2019|131846|1376
27054294|21898930|18|KP70|01/09/2019|185419|5200.96
26548087|21931040|18|KP70|01/09/2019|105328|578.43
26955292|21948123|18|KP75|01/09/2019|221437|750
26875521|21975378|18|KP80|01/09/2019|114834|550
12961456|22056044|18|KP70|01/09/2019|101826|600
20273683|22223806|18|KP70|01/09/2019|035418|809.72
24624699|22229871|18|KP80|01/09/2019|174411|1400
22881947|22450922|18|KP70|01/09/2019|144356|400
24814718|22486504|18|KP70|01/09/2019|101828|1160
25993829|22491544|18|KP70|01/09/2019|204431|385.39
26650942|22605269|18|KP50|01/09/2019|161904|1200
26017740|22665233|18|KP70|01/09/2019|145855|849.83
21352015|22673193|18|KP70|01/09/2019|073804|2205.59
21352015|22673556|18|KP70|01/09/2019|073804|2056.38
24699790|22677265|18|KP70|01/09/2019|121840|418
25309635|22729135|18|KP70|01/09/2019|111831|3167.28
23691998|25171512|18|KP70|01/09/2019|131846|2078.86
25252617|26601815|18|KP70|01/09/2019|160401|189.3
26548087|27145999|18|KP70|01/09/2019|105328|433.82
25894266|24887628|18|KP80|01/09/2019|162404|1218
27090997|25264468|18|KP80|01/09/2019|213934|720
27566089|25256143|18|KP70|01/09/2019|191921|6306
20879667|26088558|18|KP70|01/09/2019|142852|705.5
27191506|25360892|18|KP70|01/09/2019|211935|1987.96
12961456|25895524|18|KP80|01/09/2019|094823|1170
27456008|26244221|18|KP70|01/09/2019|103324|629.08
26035565|28432230|18|KP70|01/09/2019|001239|524.48
24154313|25971977|18|KP70|01/09/2019|074807|407.2
25839976|27375687|18|KP70|01/09/2019|093821|500
27370730|26310719|18|KP75|01/09/2019|225945|1200
23218867|25636581|18|KP70|01/09/2019|194926|20
27295977|25856006|18|KP70|01/09/2019|213934|727.05
24814718|25811706|18|KP70|01/09/2019|101828|918.33
26709696|27259179|18|KP70|01/09/2019|125843|590
27868827|28193628|18|KP70|01/09/2019|101827|160
27998724|26366018|18|KP70|01/09/2019|112332|1704.65
27925639|25660900|18|KP70|01/09/2019|111330|742.16
27090997|27308726|18|KP80|01/09/2019|213934|590
23192540|24865879|18|KP70|01/09/2019|114334|4119.2
25206524|25784327|18|KP75|01/09/2019|150858|360
27054294|26435884|18|KP70|01/09/2019|185419|3042.95
26635458|27130129|18|KP70|01/09/2019|114335|773.1
24699790|26362954|18|KP70|01/09/2019|121841|800
24699790|26199580|18|KP70|01/09/2019|121841|775
24028606|26699404|18|KP70|01/09/2019|025252|793.93
27947349|25037807|18|KP70|01/09/2019|203932|465
20535002|25900609|18|KP70|01/09/2019|143352|438.21
22505535|25592183|18|KP70|01/09/2019|155401|403.33
26186054|27844706|18|KP70|01/09/2019|225944|2490.29
25643122|25823163|18|KP70|01/09/2019|195925|1158.2
21306352|25520256|18|KP80|01/09/2019|104328|220.89
25343185|25924251|18|KP80|01/09/2019|005245|500
27774044|24980649|18|KP75|01/09/2019|211936|988.4
26565316|28455246|18|KP70|01/09/2019|152358|481.62
21306352|25153492|18|KP70|01/09/2019|104327|452.25
21306352|25153492|18|KP80|01/09/2019|104328|370
22933341|28261900|18|KP70|01/09/2019|190919|452.94
25418049|25056883|18|KP80|01/09/2019|203931|94.8
23913065|25789744|18|KP70|01/09/2019|230444|3841.23
22770925|28356775|18|KP80|01/09/2019|104827|500
26961717|28358029|18|KP70|01/09/2019|081310|1044
24624699||18|KP80|01/09/2019|174410|1280
26955292||18|KP75|01/09/2019|221437|500
24624699|28359495|18|KP80|01/09/2019|174410|200
24814718|28359557|18|KP70|01/09/2019|101828|436.33
24814718|28359732|18|KP70|01/09/2019|101828|977.48
20879667|28360807|18|KP70|01/09/2019|142852|960.5
27191506||18|KP70|01/09/2019|211935|1740
27882942|28287106|18|KP70|01/09/2019|001742|809.1
21774237|28287719|18|KP70|01/09/2019|012749|806
24624699|28288052|18|KP80|01/09/2019|174410|1200
24624699|28288925|18|KP80|01/09/2019|174409|1540
21774237|28289013|18|KP70|01/09/2019|012749|837
21774237|28289040|18|KP70|01/09/2019|012749|620
21774237|28290464|18|KP70|01/09/2019|012749|806
27882942|28292296|18|KP70|01/09/2019|001742|843.4
26265969|28295565|18|KP50|01/09/2019|160901|200
24937758|28296458|18|KP80|01/09/2019|223441|620
26058167|28296892|18|KP70|01/09/2019|170907|1200
25839976|28298045|18|KP70|01/09/2019|093822|978.79
27756373|28298127|18|KP70|01/09/2019|094321|736.87
27571337|28299674|18|KP80|01/09/2019|121336|592
27571337|28299682|18|KP70|01/09/2019|121337|1044
12961456|28300633|18|KP70|01/09/2019|101826|1240
24023212|28301192|18|KP70|01/09/2019|162904|459.36
20879667|28306488|18|KP70|01/09/2019|142852|760.5
27191506|28306554|18|KP70|01/09/2019|211935|404.5
27574060|28307872|18|KP70|01/09/2019|075306|300
28121612|28308224|18|KP70|01/09/2019|163405|1044
26548087|28313923|18|KP70|01/09/2019|105328|290
27843028|28314959|18|KP70|01/09/2019|105329|986
27882942|28319804|18|KP80|01/09/2019|001741|281.11
27868827|28320345|18|KP70|01/09/2019|101827|300
23192540|28323380|18|KP70|01/09/2019|114334|585
23192540|28323508|18|KP70|01/09/2019|114334|585
23372017|28326957|18|KP70|01/09/2019|190419|725.37
23372017|28326958|18|KP70|01/09/2019|190419|373.52
23372017|28326959|18|KP70|01/09/2019|190419|556.61
23372017|28326960|18|KP70|01/09/2019|190419|641.3
23372017|28326962|18|KP70|01/09/2019|190419|646.79
23372017|28326967|18|KP70|01/09/2019|190419|624.16
28303612|28327838|18|KP70|01/09/2019|020012|605.95
27679690|28327886|18|KP70|01/09/2019|121842|436
26466263|28332653|18|KP70|01/09/2019|163904|441.89
24937758|28336453|18|KP70|01/09/2019|224940|230
20199254|28341526|18|KP70|01/09/2019|135349|1081.89
20754607|28344997|18|KP75|01/09/2019|003742|59587.61
20754607|28344997|18|KP75|01/09/2019|005245|5310
21642986|28346102|18|KP70|01/09/2019|232946|246.74
24937758|28347387|18|KP80|01/09/2019|223441|800
21774237|28348664|18|KP70|01/09/2019|012749|1000
20879667|28349462|18|KP70|01/09/2019|142852|921
20879667|28349493|18|KP70|01/09/2019|142852|821
28303612|28349760|18|KP70|01/09/2019|020012|573.12
26142556|28364460|18|KP70|01/09/2019|093821|467
26369587|28364471|18|KP70|01/09/2019|215435|232.5
26103393|28365535|18|KP80|01/09/2019|002242|566.72
23913065|28371967|18|KP70|01/09/2019|231943|1994.63
26527046|28373588|18|KP70|01/09/2019|020006|354.6
24028606|28374133|18|KP70|01/09/2019|025252|636.07
27826396|28374366|18|KP70|01/09/2019|083813|350
27826396|28374367|18|KP70|01/09/2019|083813|300
27826396|28374368|18|KP70|01/09/2019|083813|300
27826396|28374369|18|KP70|01/09/2019|083813|300
27826396|28374370|18|KP70|01/09/2019|083813|300
27826396|28374372|18|KP70|01/09/2019|083812|200
24624699|28376549|18|KP80|01/09/2019|174410|1200
25396823|28378445|18|KP70|01/09/2019|205931|370.35
26466263|28382136|18|KP70|01/09/2019|163904|441.89
20273683|28382594|18|KP70|01/09/2019|035419|300.75
08280681|28385465|18|KP70|01/09/2019|094321|742.7
08280681|28385466|18|KP70|01/09/2019|094321|357.7
08280681|28385468|18|KP70|01/09/2019|094321|357.7
08280681|28385469|18|KP70|01/09/2019|094321|357.7
25626750|28387380|18|KP70|01/09/2019|094824|900
26548087|22729135|18|KP70|01/09/2019|105328|3519.2
27370170|22832776|18|KP70|01/09/2019|142352|950.91
27295977|22836134|18|KP70|01/09/2019|215436|281.17
24624699|22857053|18|KP80|01/09/2019|174411|4650
26017740|22898873|18|KP70|01/09/2019|145855|853.33
21721060|22915765|18|KP70|01/09/2019|002242|950.91
26987147|22975218|18|KP70|01/09/2019|114834|1127
25901878|22980396|18|KP70|01/09/2019|114834|568.68
13535639|23004042|18|KP70|01/09/2019|115836|404.55
26466263|23012292|18|KP70|01/09/2019|163904|469.37
27618318|23012485|18|KP70|01/09/2019|171407|100
25343185|23020140|18|KP70|01/09/2019|015248|1412.64
26142556|23035869|18|KP70|01/09/2019|093820|1848.75
26058167|23039675|18|KP70|01/09/2019|170907|1500
22933341|23130873|18|KP70|01/09/2019|190919|404.1
21778166|23303900|18|KP70|01/09/2019|094822|406.3
25971375|23316259|18|KP70|01/09/2019|194925|515
25971375|23316326|18|KP70|01/09/2019|194925|200
26186054|23322453|18|KP70|01/09/2019|225944|2105.59
21245190|23346498|18|KP70|01/09/2019|150858|1032.23
24699790|23444002|18|KP70|01/09/2019|122842|775
21622384|23476810|18|KP75|01/09/2019|130843|21280
25893148|23582040|18|KP70|01/09/2019|081310|590.48
21107442|23592664|18|KP80|01/09/2019|102324|3450
21107442|23592664|18|KP80|01/09/2019|114333|275
26527046|23606849|18|KP70|01/09/2019|020008|383.59
20535002|23633669|18|KP70|01/09/2019|144355|669.19
22598606|23713752|18|KP70|01/09/2019|101322|896
25237109|23790415|18|KP80|01/09/2019|164406|2015
20535002|23867767|18|KP70|01/09/2019|144355|503.58
20535002|23869041|18|KP70|01/09/2019|143352|595.19
24699790|23879855|18|KP70|01/09/2019|122841|700
23004787|01455400|18|KP50|01/09/2019|201428|440
21107442|03156354|18|KP80|01/09/2019|102323|1080
20535002|10716101|18|KP70|01/09/2019|172911|2013.2
20535002|13750670|18|KP70|01/09/2019|144355|646.7
21245190|13919321|18|KP70|01/09/2019|150858|1123.53
12961456|14035206|18|KP80|01/09/2019|093318|1000
22746079|14462732|18|KP70|01/09/2019|201428|800
27882942|14595740|18|KP70|01/09/2019|001743|1271.63
22550782|20084201|18|KP70|01/09/2019|122840|650
27370730|20386911|18|KP75|01/09/2019|225441|600
25967886|20561827|18|KP70|01/09/2019|220438|900
24699790|20720622|18|KP70|01/09/2019|122842|2691
27140466|20748832|18|KP70|01/09/2019|084313|382.2
26987147|20864364|18|KP70|01/09/2019|114834|890
22598606|20919656|18|KP70|01/09/2019|140852|600
25626750|21008765|18|KP70|01/09/2019|094823|400
25643122|21024501|18|KP70|01/09/2019|195925|1137.75
28269441|21051962|18|KP70|01/09/2019|093822|1653
22598606|21093962|18|KP70|01/09/2019|140852|2000
24624699|21097912|18|KP80|01/09/2019|174410|2500
26186054|21212278|18|KP70|01/09/2019|225944|1580.19
27370730|21297787|18|KP75|01/09/2019|225441|2116
22003588|25364471|18|KP70|01/09/2019|084313|455.6
25258566|27836324|18|KP70|01/09/2019|205431|809.1
27947349|26504980|18|KP70|01/09/2019|203931|465
27698862|28363645|18|KP70|01/09/2019|084814|993.27
27698862|27312252|18|KP70|01/09/2019|084813|1052.34
24814718|28130421|18|KP70|01/09/2019|101828|869.6
24023212|24830275|18|KP70|01/09/2019|162904|616.15
27882942|24836268|18|KP70|01/09/2019|001742|909.29
24630468||18|KP70|01/09/2019|131846|554.1
21352015|27633010|18|KP70|01/09/2019|073804|523
25967886|26831065|18|KP70|01/09/2019|220437|1050
28293448|24849230|18|KP70|01/09/2019|090316|980.76
27191506|24851688|18|KP70|01/09/2019|211935|2415.16
27882942|24853865|18|KP70|01/09/2019|001742|1221.94
26548087|25720226|18|KP70|01/09/2019|110831|514.95
26142556||18|KP70|01/09/2019|093820|1011.38
25901878|27956367|18|KP70|01/09/2019|114834|430.22
26548087|26136531|18|KP70|01/09/2019|110830|489.79
24699790|25672979|18|KP70|01/09/2019|125342|513
21306352|25520273|18|KP70|01/09/2019|104328|239.76
27998724|26220004|18|KP70|01/09/2019|112332|502.66
28121612|25627360|18|KP80|01/09/2019|163405|930
21774237|24867473|18|KP50|01/09/2019|001240|190
21774237|24867473|18|KP50|01/09/2019|005744|40
23192540|24876113|18|KP70|01/09/2019|114334|1011
23619706|24876160|18|KP80|01/09/2019|110330|1839
25648461|27990689|18|KP70|01/09/2019|162404|2130
25901878|27202108|18|KP70|01/09/2019|114834|399.57
20535002|24878291|18|KP70|01/09/2019|145855|900
26527046|24885227|18|KP70|01/09/2019|020006|575.05
22731037|24888752|18|KP80|01/09/2019|205431|900
23218867|25618103|18|KP70|01/09/2019|092319|20
25626750|25828347|18|KP70|01/09/2019|094823|600
21664564|25440006|18|KP70|01/09/2019|102824|3756.12
25901878|27419506|18|KP70|01/09/2019|114834|547.49
27947349|27722592|18|KP70|01/09/2019|203932|511.5
21044434|24901801|18|KP70|01/09/2019|185919|776.91
24028606|24904776|18|KP70|01/09/2019|025252|700.1
23913065|24909200|18|KP70|01/09/2019|230443|4632.56
28121612|24922681|18|KP80|01/09/2019|163405|1000
23135133|24926630|18|KP70|01/09/2019|235448|1062
24624699|24935799|18|KP80|01/09/2019|174410|1300
24630468|24937508|18|KP70|01/09/2019|131846|514.55
20273683|26020118|18|KP70|01/09/2019|035417|1090.06
20199254|26692030|18|KP70|01/09/2019|135349|900.05
20535002|24970935|18|KP70|01/09/2019|145855|436.45
24699790|24992358|18|KP70|01/09/2019|121840|785
28121612|25001927|18|KP80|01/09/2019|163405|1564
20535002|25007003|18|KP70|01/09/2019|143352|709.82
26548087|28388625|18|KP70|01/09/2019|105329|394.66
21044434|28393392|18|KP70|01/09/2019|192922|1044
27618318|28396339|18|KP70|01/09/2019|164407|200
21778166|28400733|18|KP70|01/09/2019|094822|549.43
21778166|28400736|18|KP70|01/09/2019|094822|481.93
21778166|28400746|18|KP70|01/09/2019|094822|369.91
26982174|28401578|18|KP70|01/09/2019|220439|191.35
21809223|28404965|18|KP70|01/09/2019|101826|500
27882942|28407964|18|KP70|01/09/2019|001741|36.98
24681806|28412100|18|KP70|01/09/2019|093819|879.1
25648461|28412335|18|KP70|01/09/2019|162404|500
24814718|28412660|18|KP70|01/09/2019|101826|295.9
24814718|28413082|18|KP70|01/09/2019|101828|865.87
25971375|28413372|18|KP70|01/09/2019|194925|500
26982174|28414346|18|KP70|01/09/2019|220439|595
24624699|28414472|18|KP80|01/09/2019|174410|2500
24624699|28414474|18|KP80|01/09/2019|174410|1240
26706799|28414831|18|KP70|01/09/2019|232444|529.62
20535002|28415612|18|KP70|01/09/2019|143352|1778.27
21774237|28415688|18|KP70|01/09/2019|012749|899
26186054|28416022|18|KP70|01/09/2019|225944|1497.8
26265969|28417308|18|KP50|01/09/2019|160901|500
24699790|28422425|18|KP70|01/09/2019|122841|700
26706799|28423351|18|KP70|01/09/2019|232444|637.2
28341399|28424439|18|KP70|01/09/2019|151858|1313.11
26000937|28424548|18|KP70|01/09/2019|114336|433.62
24726667|28425104|18|KP70|01/09/2019|181916|1109.4
28341399|28428197|18|KP70|01/09/2019|151858|844.41
26548087|28429243|18|KP70|01/09/2019|110831|473.25
26548087|28429495|18|KP70|01/09/2019|105329|526.2
26548087|28429783|18|KP70|01/09/2019|110831|474.16
27774044|28430915|18|KP75|01/09/2019|212434|1668.76
24937758|28431275|18|KP80|01/09/2019|223441|476.8
25298603|28431356|18|KP70|01/09/2019|090816|544.31
25047807|28435697|18|KP70|01/09/2019|155901|819.89
25047807|28435699|18|KP70|01/09/2019|155901|739.95
25047807|28435700|18|KP70|01/09/2019|155901|465.18
25047807|28435701|18|KP70|01/09/2019|155901|558.23
25047807|28435702|18|KP70|01/09/2019|155901|495.25
25047807|28435703|18|KP70|01/09/2019|155901|756.73
25047807|28435705|18|KP70|01/09/2019|155901|356.36
25047807|28435706|18|KP70|01/09/2019|155901|724.05
25047807|28435707|18|KP70|01/09/2019|155901|700.88
25047807|28435708|18|KP70|01/09/2019|155901|426.6
26466263|28436451|18|KP70|01/09/2019|163905|359.45
28341399|28437665|18|KP70|01/09/2019|151858|560.44
28341399|28437794|18|KP70|01/09/2019|151858|656.5
28341399|28437828|18|KP70|01/09/2019|151858|387.1
28341399|28437859|18|KP70|01/09/2019|151858|616.77
25291127|28437895|18|KP70|01/09/2019|130843|350.61
28341399|28437933|18|KP70|01/09/2019|151858|283.27
28341399|28438173|18|KP70|01/09/2019|151858|508.77
28341399|28438833|18|KP70|01/09/2019|151858|1160.11
26527046|28439196|18|KP70|01/09/2019|020008|664.87
24699790|28439534|18|KP70|01/09/2019|122842|700
27295977|28440850|18|KP70|01/09/2019|215436|624.61
20273683|28445822|18|KP70|01/09/2019|035419|612.9
27882942|28445980|18|KP80|01/09/2019|001741|602.01
26548087|28447296|18|KP70|01/09/2019|105329|512.09
27683257|28448164|18|KP80|01/09/2019|183416|184
27663849|28448963|18|KP70|01/09/2019|095323|1011.81
25237109|21404324|18|KP70|01/09/2019|161904|6227.44
21910130|21496051|18|KP75|01/09/2019|105327|400
24699790|21508478|18|KP70|01/09/2019|121840|700
21044434|21740164|18|KP70|01/09/2019|190419|2095.91
21044434|21742873|18|KP70|01/09/2019|190419|1278.54
23192540|21751019|18|KP70|01/09/2019|114334|1131
23218867|21851854|18|KP70|01/09/2019|092819|20
24699790|21998526|18|KP70|01/09/2019|122840|1375
20535002|21999104|18|KP70|01/09/2019|144355|1076.91
26018711|22023078|18|KP75|01/09/2019|210431|745.76
12961456|22026835|18|KP80|01/09/2019|094823|930
26706799|22107961|18|KP70|01/09/2019|232444|927.57
25418049|22126207|18|KP80|01/09/2019|203931|340
24624699|22134522|18|KP80|01/09/2019|174411|4800
21743531|22209041|18|KP70|01/09/2019|122339|14500
20535002|22218195|18|KP70|01/09/2019|144355|344.33
26781287|22227422|18|KP70|01/09/2019|125342|2000
26565316|22328103|18|KP70|01/09/2019|155900|1240
28124133|22339233|18|KP70|01/09/2019|185419|980.22
25626750|22384559|18|KP70|01/09/2019|094824|822
27295977|22392135|18|KP70|01/09/2019|213935|541.31
25480471|22567748|18|KP70|01/09/2019|150858|5000
26142556|22580808|18|KP70|01/09/2019|093821|1040
21774237|22619715|18|KP70|01/09/2019|012750|933.33
22003588|22672624|18|KP70|01/09/2019|084313|1654.9
21352015|22673483|18|KP70|01/09/2019|073804|1094.31
27446961|22679992|18|KP70|01/09/2019|100322|1305
24699790|22704701|18|KP70|01/09/2019|121841|650
25298603|22730726|18|KP70|01/09/2019|090816|1088.75
27998724|22770386|18|KP70|01/09/2019|112332|974.46
27698862|22810828|18|KP70|01/09/2019|084814|4200.95
21044434|22938832|18|KP70|01/09/2019|192922|1479.64
26548087|22977118|18|KP70|01/09/2019|110831|457.02
21482949|23163330|18|KP70|01/09/2019|202933|200
26430176|23171607|18|KP70|01/09/2019|131846|1376
23200589|23200590|18|KP70|01/09/2019|180913|4165.03
20535002|23201532|18|KP70|01/09/2019|143352|845.67
23475525|23213879|18|KP70|01/09/2019|095321|1000
26017740|23223838|18|KP70|01/09/2019|150359|713.16
21778166|23296864|18|KP70|01/09/2019|094822|223.6
25971375|23337370|18|KP70|01/09/2019|194925|200
26058167|23407318|18|KP70|01/09/2019|170907|1200
21306352|23465801|18|KP70|01/09/2019|104328|239.65
21373857|23560443|18|KP70|01/09/2019|020010|937.77
24630468|23586592|18|KP70|01/09/2019|131846|669
21300420|23623119|18|KP70|01/09/2019|052801|1264.07
20535002|23633660|18|KP70|01/09/2019|144355|1192.23
21721060|23635885|18|KP70|01/09/2019|002242|914.55
27191506|23809501|18|KP70|01/09/2019|211935|1769.4
25047807|23818059|18|KP70|01/09/2019|155901|572.61
20535002|23869100|18|KP70|01/09/2019|144355|182.5
20535002|23877161|18|KP70|01/09/2019|145855|1311.66
26565316|00737178|18|KP70|01/09/2019|155901|1300
21107442|02864266|18|KP80|01/09/2019|102323|662.4
26035565|28134401|18|KP70|01/09/2019|001239|896.1
26142556|25437000|18|KP70|01/09/2019|093821|910
24814718|27199438|18|KP70|01/09/2019|101827|173.58
27456008|26574191|18|KP70|01/09/2019|103325|633.26
26548087|27467960|18|KP70|01/09/2019|105328|540.55
27295977|25024117|18|KP70|01/09/2019|213935|359.26
26527046|25048490|18|KP70|01/09/2019|020007|614.8
27679690|25053320|18|KP70|01/09/2019|121841|1089.67
27191506|25053347|18|KP70|01/09/2019|211935|2620
28011937|25057093|18|KP70|01/09/2019|194926|681.49
