customer_id|digital_affiliation_type|digital_affiliation_date|online_banking_affiliation_type|online_banking_affiliation_date|sms_affiliation_type|sms_affiliation_date|cutoff_date
07116443|SI|2018-06-25|SI|2018-06-25|SI|2018-04-23|2020-02-28
73576291|NO|9999-12-31|SI|2016-08-02|NO|9999-12-31|2020-02-28
32499553|SI|2019-03-22|SI|2019-03-22|SI|2019-03-22|2020-02-28
56558436|SI|2019-09-26|SI|2019-09-26|SI|2019-09-26|2020-02-28
05896703|NO|9999-12-31|SI|2019-01-18|NO|9999-12-31|2020-02-28
27617656|SI|2018-10-04|SI|2018-10-04|SI|2018-10-04|2020-02-28
00462119|NO|9999-12-31|SI|2011-07-25|NO|9999-12-31|2020-02-28
39566839|NO|9999-12-31|SI|2015-03-20|NO|9999-12-31|2020-02-28
84888415|NO|9999-12-31|SI|2015-12-28|NO|9999-12-31|2020-02-28
85210617|SI|2019-02-04|SI|2019-02-04|SI|2019-02-04|2020-02-28
15468024|NO|9999-12-31|SI|2014-11-05|NO|9999-12-31|2020-02-28
15329848|NO|9999-12-31|SI|2018-05-26|NO|9999-12-31|2020-02-28
89402618|NO|9999-12-31|SI|2012-03-09|NO|9999-12-31|2020-02-28
98931687|NO|9999-12-31|SI|2018-05-04|NO|9999-12-31|2020-02-28
87960165|NO|9999-12-31|NO|9999-12-31|SI|2017-05-25|2020-02-28
80188889|NO|9999-12-31|SI|2016-02-24|NO|9999-12-31|2020-02-28
40656251|NO|9999-12-31|SI|2015-05-29|NO|9999-12-31|2020-02-28
24537990|NO|9999-12-31|SI|2015-05-30|NO|9999-12-31|2020-02-28
94033864|NO|9999-12-31|SI|2013-08-27|NO|9999-12-31|2020-02-28
63206447|NO|9999-12-31|SI|2017-07-10|NO|9999-12-31|2020-02-28
35381835|NO|9999-12-31|NO|9999-12-31|SI|2017-07-06|2020-02-28
97864368|SI|2019-10-29|SI|2019-10-29|SI|2019-10-29|2020-02-28
84362035|NO|9999-12-31|SI|2019-05-25|NO|9999-12-31|2020-02-28
38093949|NO|9999-12-31|NO|9999-12-31|SI|2016-07-05|2020-02-28
20175194|SI|2017-08-10|SI|2017-08-10|SI|2017-01-10|2020-02-28
26287785|SI|2018-08-09|SI|2018-08-09|SI|2018-01-31|2020-02-28
27348578|SI|2017-04-02|SI|2017-04-02|SI|2016-12-02|2020-02-28
51716431|SI|2019-08-27|SI|2019-08-27|SI|2019-08-27|2020-02-28
36355787|NO|9999-12-31|SI|2017-10-02|NO|9999-12-31|2020-02-28
44172552|SI|2016-06-08|SI|2016-05-20|SI|2016-06-08|2020-02-28
68353447|NO|9999-12-31|NO|9999-12-31|SI|2017-05-27|2020-02-28
38733931|NO|9999-12-31|SI|2015-11-06|NO|9999-12-31|2020-02-28
99500234|NO|9999-12-31|SI|2015-03-18|NO|9999-12-31|2020-02-28
78301514|SI|2017-04-02|SI|2017-04-02|SI|2015-02-04|2020-02-28
36341359|NO|9999-12-31|SI|2016-07-03|NO|9999-12-31|2020-02-28
62209345|SI|2019-07-10|SI|2019-07-10|SI|2019-07-10|2020-02-28
53017442|NO|9999-12-31|NO|9999-12-31|SI|2017-08-05|2020-02-28
35143657|SI|2018-09-21|SI|2018-09-21|SI|2018-09-21|2020-02-28
00840446|NO|9999-12-31|SI|2018-01-10|NO|9999-12-31|2020-02-28
45356942|NO|9999-12-31|SI|2013-10-21|NO|9999-12-31|2020-02-28
26664937|SI|2017-04-02|SI|2017-04-02|SI|2016-07-11|2020-02-28
86381873|NO|9999-12-31|SI|2008-10-10|NO|9999-12-31|2020-02-28
65674094|SI|2019-03-02|SI|2019-03-02|SI|2019-02-23|2020-02-28
12752357|NO|9999-12-31|SI|2018-02-21|NO|9999-12-31|2020-02-28
05514290|NO|9999-12-31|SI|2012-11-21|NO|9999-12-31|2020-02-28
98291986|NO|9999-12-31|SI|2013-05-14|NO|9999-12-31|2020-02-28
01733969|SI|2018-04-10|SI|2018-04-10|SI|2018-04-09|2020-02-28
58951674|SI|2019-04-26|SI|2019-02-20|SI|2019-04-26|2020-02-28
19274519|SI|2018-03-09|SI|2018-03-09|SI|2018-02-19|2020-02-28
52779453|NO|9999-12-31|NO|9999-12-31|SI|2017-05-18|2020-02-28
30398784|SI|2019-05-14|SI|2019-05-14|SI|2019-05-14|2020-02-28
06460302|NO|9999-12-31|SI|2018-05-21|NO|9999-12-31|2020-02-28
46862875|NO|9999-12-31|NO|9999-12-31|SI|2018-04-06|2020-02-28
86097734|SI|2017-09-06|SI|2017-09-06|SI|2017-09-05|2020-02-28
05809687|SI|2016-12-06|SI|2016-12-06|SI|2016-11-14|2020-02-28
25594135|NO|9999-12-31|SI|2015-11-07|NO|9999-12-31|2020-02-28
66749813|NO|9999-12-31|SI|2016-10-28|NO|9999-12-31|2020-02-28
25531219|NO|9999-12-31|NO|9999-12-31|SI|2017-05-31|2020-02-28
72068444|NO|9999-12-31|SI|2016-03-11|NO|9999-12-31|2020-02-28
04592600|NO|9999-12-31|SI|2014-12-12|NO|9999-12-31|2020-02-28
03387712|NO|9999-12-31|NO|9999-12-31|SI|2017-10-20|2020-02-28
02637021|SI|2016-09-22|SI|2016-09-22|SI|2013-09-17|2020-02-28
63726679|SI|2019-02-01|SI|2019-02-01|SI|2016-04-15|2020-02-28
38472720|SI|2017-06-16|SI|2017-06-16|SI|2017-06-07|2020-02-28
11077735|NO|9999-12-31|NO|9999-12-31|SI|2019-09-30|2020-02-28
13685559|SI|2019-06-10|SI|2019-06-10|SI|2019-06-10|2020-02-28
85620343|SI|2016-08-10|SI|2016-08-10|SI|2016-08-10|2020-02-28
36513126|NO|9999-12-31|SI|2017-09-18|NO|9999-12-31|2020-02-28
41197695|NO|9999-12-31|SI|2018-11-16|NO|9999-12-31|2020-02-28
05140783|NO|9999-12-31|SI|2015-11-14|NO|9999-12-31|2020-02-28
59415599|NO|9999-12-31|SI|2012-10-30|NO|9999-12-31|2020-02-28
33878583|NO|9999-12-31|SI|2012-05-17|NO|9999-12-31|2020-02-28
01818539|NO|9999-12-31|SI|2015-12-10|NO|9999-12-31|2020-02-28
85723226|NO|9999-12-31|SI|2016-06-30|NO|9999-12-31|2020-02-28
92471740|NO|9999-12-31|SI|2018-11-28|NO|9999-12-31|2020-02-28
48243681|SI|2018-08-10|SI|2018-08-10|SI|2018-08-10|2020-02-28
54819581|SI|2018-09-10|SI|2018-09-10|SI|2017-12-05|2020-02-28
39447809|SI|2017-07-14|SI|2017-07-14|SI|2016-06-23|2020-02-28
21401829|SI|2020-02-10|SI|2020-02-10|SI|2020-02-10|2020-02-28
93420189|SI|2018-04-18|SI|2018-04-18|SI|2018-01-31|2020-02-28
24703822|NO|9999-12-31|SI|2016-07-06|NO|9999-12-31|2020-02-28
46034984|SI|2017-06-16|SI|2017-06-16|SI|2017-06-16|2020-02-28
40904811|NO|9999-12-31|SI|2015-01-26|NO|9999-12-31|2020-02-28
32174407|NO|9999-12-31|NO|9999-12-31|SI|2019-07-11|2020-02-28
20482715|NO|9999-12-31|NO|9999-12-31|SI|2018-03-15|2020-02-28
62246841|NO|9999-12-31|SI|2011-12-16|NO|9999-12-31|2020-02-28
72517644|SI|2018-02-28|SI|2018-02-28|SI|2018-02-28|2020-02-28
98234481|NO|9999-12-31|NO|9999-12-31|SI|2016-11-25|2020-02-28
20422019|NO|9999-12-31|NO|9999-12-31|SI|2018-08-07|2020-02-28
83024890|SI|2018-06-27|SI|2018-04-26|SI|2018-06-27|2020-02-28
49797213|SI|2017-06-09|SI|2017-06-09|SI|2017-04-27|2020-02-28
42087268|SI|2017-07-31|SI|2017-07-31|SI|2016-11-16|2020-02-28
30214486|NO|9999-12-31|SI|2013-04-23|NO|9999-12-31|2020-02-28
89411668|SI|2018-09-18|SI|2018-09-18|SI|2018-09-18|2020-02-28
98694142|SI|2019-06-26|SI|2019-06-26|SI|2019-06-26|2020-02-28
91658704|NO|9999-12-31|SI|2017-08-16|NO|9999-12-31|2020-02-28
39067442|NO|9999-12-31|SI|2015-07-20|NO|9999-12-31|2020-02-28
85388112|NO|9999-12-31|SI|2019-07-21|NO|9999-12-31|2020-02-28
23302073|SI|2018-04-07|SI|2018-04-07|SI|2017-07-17|2020-02-28
20400798|NO|9999-12-31|NO|9999-12-31|SI|2017-06-19|2020-02-28
16038685|NO|9999-12-31|SI|2011-05-04|NO|9999-12-31|2020-02-28
62601250|SI|2018-06-05|SI|2018-06-05|SI|2017-11-06|2020-02-28
88935711|NO|9999-12-31|SI|2019-08-01|NO|9999-12-31|2020-02-28
23410870|NO|9999-12-31|SI|2013-12-28|NO|9999-12-31|2020-02-28
06400631|SI|2016-08-31|SI|2016-08-31|SI|2016-08-31|2020-02-28
75620727|NO|9999-12-31|SI|2016-03-11|NO|9999-12-31|2020-02-28
03766232|NO|9999-12-31|SI|2014-08-03|NO|9999-12-31|2020-02-28
00792868|NO|9999-12-31|NO|9999-12-31|SI|2016-10-14|2020-02-28
44165540|NO|9999-12-31|SI|2016-04-12|NO|9999-12-31|2020-02-28
93115528|SI|2017-08-14|SI|2017-08-14|SI|2017-08-14|2020-02-28
67229735|NO|9999-12-31|SI|2016-03-03|NO|9999-12-31|2020-02-28
33984443|SI|2019-04-16|SI|2017-12-21|SI|2019-04-16|2020-02-28
49387175|NO|9999-12-31|SI|2017-10-27|NO|9999-12-31|2020-02-28
48114474|NO|9999-12-31|SI|2017-07-11|NO|9999-12-31|2020-02-28
87452707|NO|9999-12-31|SI|2012-09-08|NO|9999-12-31|2020-02-28
23047323|SI|2018-09-27|SI|2018-09-27|SI|2018-09-27|2020-02-28
62126962|SI|2018-09-28|SI|2018-09-28|SI|2018-02-28|2020-02-28
37781153|NO|9999-12-31|NO|9999-12-31|SI|2017-11-03|2020-02-28
18646631|NO|9999-12-31|SI|2016-03-03|NO|9999-12-31|2020-02-28
51613442|NO|9999-12-31|NO|9999-12-31|SI|2019-10-02|2020-02-28
30877420|SI|2016-12-14|SI|2016-12-14|SI|2016-12-14|2020-02-28
75070556|SI|2019-11-05|SI|2019-11-05|SI|2019-11-05|2020-02-28
42309937|SI|2017-06-07|SI|2017-04-02|SI|2017-06-07|2020-02-28
80504845|NO|9999-12-31|SI|2018-01-13|NO|9999-12-31|2020-02-28
99905243|NO|9999-12-31|SI|2014-05-12|NO|9999-12-31|2020-02-28
03676702|SI|2019-03-06|SI|2019-03-06|SI|2019-03-06|2020-02-28
08987092|SI|2019-05-21|SI|2019-05-21|SI|2016-04-18|2020-02-28
47503082|NO|9999-12-31|SI|2014-05-16|NO|9999-12-31|2020-02-28
39644111|NO|9999-12-31|SI|2019-07-15|NO|9999-12-31|2020-02-28
60270298|SI|2018-03-10|SI|2018-03-10|SI|2018-03-10|2020-02-28
34342028|SI|2018-11-07|SI|2018-11-07|SI|2018-11-07|2020-02-28
75901840|SI|2020-02-22|SI|2020-02-22|SI|2020-02-20|2020-02-28
37726619|NO|9999-12-31|SI|2013-08-23|NO|9999-12-31|2020-02-28
59375232|SI|2018-10-20|SI|2018-10-20|SI|2018-10-17|2020-02-28
15990210|NO|9999-12-31|NO|9999-12-31|SI|2019-05-10|2020-02-28
32966056|NO|9999-12-31|SI|2014-08-05|NO|9999-12-31|2020-02-28
63813346|NO|9999-12-31|SI|2013-01-22|NO|9999-12-31|2020-02-28
02003119|SI|2019-03-02|SI|2019-03-02|SI|2019-03-02|2020-02-28
66710511|NO|9999-12-31|SI|2015-02-25|NO|9999-12-31|2020-02-28
20713198|NO|9999-12-31|NO|9999-12-31|SI|2017-03-27|2020-02-28
79934268|NO|9999-12-31|SI|2016-07-23|NO|9999-12-31|2020-02-28
81600530|SI|2017-07-06|SI|2017-07-06|SI|2017-05-31|2020-02-28
05621849|SI|2020-02-19|SI|2020-02-19|SI|2020-02-05|2020-02-28
09668699|NO|9999-12-31|SI|2016-08-06|NO|9999-12-31|2020-02-28
99825067|NO|9999-12-31|SI|2012-03-03|NO|9999-12-31|2020-02-28
73279673|SI|2018-08-27|SI|2018-08-27|SI|2018-03-19|2020-02-28
61238567|SI|2018-03-05|SI|2017-04-02|SI|2018-03-05|2020-02-28
23055123|NO|9999-12-31|NO|9999-12-31|SI|2016-11-02|2020-02-28
78569721|SI|2020-01-28|SI|2020-01-28|SI|2017-06-12|2020-02-28
07487140|SI|2019-09-28|SI|2019-09-28|SI|2019-07-01|2020-02-28
93022230|NO|9999-12-31|SI|2013-06-25|NO|9999-12-31|2020-02-28
19395738|NO|9999-12-31|SI|2018-05-02|NO|9999-12-31|2020-02-28
13940166|NO|9999-12-31|SI|2017-09-18|NO|9999-12-31|2020-02-28
28533312|SI|2019-01-18|SI|2019-01-18|SI|2019-01-18|2020-02-28
44906185|SI|2015-02-04|SI|2015-02-04|SI|2013-07-03|2020-02-28
76039451|NO|9999-12-31|NO|9999-12-31|SI|2016-12-22|2020-02-28
22662411|NO|9999-12-31|SI|2014-05-26|NO|9999-12-31|2020-02-28
78023582|SI|2019-03-12|SI|2019-03-12|SI|2019-03-12|2020-02-28
13514762|NO|9999-12-31|SI|2016-03-19|NO|9999-12-31|2020-02-28
88458039|NO|9999-12-31|SI|2016-04-04|NO|9999-12-31|2020-02-28
67402261|NO|9999-12-31|NO|9999-12-31|SI|2019-02-02|2020-02-28
40421384|SI|2019-05-27|SI|2019-05-27|SI|2019-05-27|2020-02-28
79680646|NO|9999-12-31|SI|2018-11-15|NO|9999-12-31|2020-02-28
02733127|NO|9999-12-31|NO|9999-12-31|SI|2018-03-08|2020-02-28
27948603|NO|9999-12-31|NO|9999-12-31|SI|2016-07-18|2020-02-28
84765848|SI|2018-09-27|SI|2018-09-27|SI|2016-09-06|2020-02-28
13220187|SI|2018-09-13|SI|2016-02-10|SI|2018-09-13|2020-02-28
10270103|NO|9999-12-31|SI|2014-08-22|NO|9999-12-31|2020-02-28
54845014|NO|9999-12-31|NO|9999-12-31|SI|2019-10-21|2020-02-28
15671327|SI|2018-12-21|SI|2018-12-21|SI|2018-10-09|2020-02-28
29929464|SI|2020-01-07|SI|2019-07-30|SI|2020-01-07|2020-02-28
14940812|SI|2019-03-06|SI|2019-03-06|SI|2019-03-06|2020-02-28
75052786|SI|2019-12-06|SI|2019-12-06|SI|2017-01-28|2020-02-28
83862095|SI|2020-01-17|SI|2020-01-17|SI|2020-01-17|2020-02-28
59827458|SI|2013-06-12|SI|2012-12-05|SI|2013-06-12|2020-02-28
35063682|SI|2017-09-08|SI|2017-09-08|SI|2017-09-08|2020-02-28
76505104|NO|9999-12-31|SI|2020-01-16|NO|9999-12-31|2020-02-28
30697916|SI|2016-08-25|SI|2016-08-25|SI|2016-08-25|2020-02-28
55787957|SI|2018-11-27|SI|2018-11-27|SI|2017-03-30|2020-02-28
35540841|SI|2019-05-30|SI|2019-05-30|SI|2019-05-30|2020-02-28
01343474|SI|2016-11-26|SI|2016-11-26|SI|2016-11-26|2020-02-28
55019948|NO|9999-12-31|SI|2018-09-26|NO|9999-12-31|2020-02-28
07992164|SI|2019-08-06|SI|2019-08-06|SI|2019-08-06|2020-02-28
42432204|SI|2020-02-24|SI|2020-02-24|SI|2020-02-24|2020-02-28
18849154|NO|9999-12-31|SI|2015-08-18|NO|9999-12-31|2020-02-28
36975060|NO|9999-12-31|SI|2019-02-02|NO|9999-12-31|2020-02-28
90718408|SI|2019-09-20|SI|2019-08-20|SI|2019-09-20|2020-02-28
78418029|SI|2018-12-10|SI|2018-12-10|SI|2018-12-10|2020-02-28
89905922|NO|9999-12-31|SI|2019-11-21|NO|9999-12-31|2020-02-28
57364788|NO|9999-12-31|SI|2019-08-27|NO|9999-12-31|2020-02-28
43908098|SI|2019-02-01|SI|2019-02-01|SI|2019-02-01|2020-02-28
77540175|SI|2017-04-02|SI|2017-04-02|SI|2015-08-22|2020-02-28
90088492|SI|2016-09-20|SI|2016-09-20|SI|2016-09-20|2020-02-28
91449497|NO|9999-12-31|SI|2019-04-17|NO|9999-12-31|2020-02-28
63129524|NO|9999-12-31|SI|2016-04-02|NO|9999-12-31|2020-02-28
37751936|SI|2019-05-18|SI|2019-05-18|SI|2019-04-08|2020-02-28
64859435|SI|2019-07-03|SI|2019-07-03|SI|2019-07-03|2020-02-28
88514415|NO|9999-12-31|NO|9999-12-31|SI|2018-04-02|2020-02-28
54251788|SI|2016-10-06|SI|2016-10-06|SI|2016-10-05|2020-02-28
27698787|SI|2019-01-21|SI|2019-01-21|SI|2019-01-21|2020-02-28
53768660|NO|9999-12-31|SI|2018-08-07|NO|9999-12-31|2020-02-28
35507529|NO|9999-12-31|SI|2016-03-05|NO|9999-12-31|2020-02-28
00495595|SI|2017-12-15|SI|2017-12-15|SI|2016-10-12|2020-02-28
61984525|NO|9999-12-31|SI|2013-11-18|NO|9999-12-31|2020-02-28
68955012|NO|9999-12-31|SI|2014-11-24|NO|9999-12-31|2020-02-28
51634033|NO|9999-12-31|SI|2019-02-22|NO|9999-12-31|2020-02-28
53753706|NO|9999-12-31|SI|2014-07-08|NO|9999-12-31|2020-02-28
54805337|SI|2018-05-11|SI|2018-05-10|SI|2018-05-11|2020-02-28
43476891|NO|9999-12-31|SI|2018-06-18|NO|9999-12-31|2020-02-28
76451527|NO|9999-12-31|SI|2020-01-03|NO|9999-12-31|2020-02-28
99932337|NO|9999-12-31|SI|2012-08-16|NO|9999-12-31|2020-02-28
54025450|NO|9999-12-31|SI|2018-09-14|NO|9999-12-31|2020-02-28
23838652|NO|9999-12-31|SI|2012-08-24|NO|9999-12-31|2020-02-28
08645456|NO|9999-12-31|SI|2014-02-11|NO|9999-12-31|2020-02-28
38473154|NO|9999-12-31|SI|2014-03-19|NO|9999-12-31|2020-02-28
22462294|NO|9999-12-31|SI|2016-03-10|NO|9999-12-31|2020-02-28
01595857|NO|9999-12-31|SI|2015-01-30|NO|9999-12-31|2020-02-28
80962118|SI|2018-09-20|SI|2018-09-20|SI|2018-09-20|2020-02-28
91441922|NO|9999-12-31|SI|2018-09-12|NO|9999-12-31|2020-02-28
84810715|NO|9999-12-31|SI|2016-10-24|NO|9999-12-31|2020-02-28
60743313|SI|2016-04-02|SI|2016-04-02|SI|2016-04-02|2020-02-28
82749514|SI|2018-07-20|SI|2018-07-20|SI|2018-07-20|2020-02-28
84275436|NO|9999-12-31|SI|2016-02-08|NO|9999-12-31|2020-02-28
83794914|NO|9999-12-31|NO|9999-12-31|SI|2019-10-01|2020-02-28
16768441|NO|9999-12-31|SI|2014-06-02|NO|9999-12-31|2020-02-28
74356544|NO|9999-12-31|NO|9999-12-31|SI|2016-12-19|2020-02-28
24976617|NO|9999-12-31|SI|2019-09-18|NO|9999-12-31|2020-02-28
83457572|SI|2019-10-22|SI|2019-10-22|SI|2019-10-22|2020-02-28
73178981|NO|9999-12-31|SI|2015-10-27|NO|9999-12-31|2020-02-28
04618229|SI|2019-06-21|SI|2019-06-21|SI|2019-06-21|2020-02-28
22456614|NO|9999-12-31|SI|2017-09-12|NO|9999-12-31|2020-02-28
66633439|SI|2018-07-19|SI|2018-06-29|SI|2018-07-19|2020-02-28
54795137|NO|9999-12-31|SI|2013-11-05|NO|9999-12-31|2020-02-28
92398668|NO|9999-12-31|SI|2016-08-15|NO|9999-12-31|2020-02-28
12990881|SI|2017-08-21|SI|2017-08-21|SI|2017-08-16|2020-02-28
31009664|NO|9999-12-31|NO|9999-12-31|SI|2019-07-31|2020-02-28
57894835|SI|2019-08-19|SI|2019-08-19|SI|2018-05-14|2020-02-28
91939529|SI|2017-05-11|SI|2017-05-11|SI|2017-05-11|2020-02-28
62053812|SI|2019-11-29|SI|2019-11-29|SI|2019-11-29|2020-02-28
10694761|SI|2017-07-19|SI|2017-07-19|SI|2017-07-19|2020-02-28
51041508|SI|2019-09-30|SI|2019-02-25|SI|2019-09-30|2020-02-28
13385219|SI|2019-03-06|SI|2019-03-06|SI|2019-03-06|2020-02-28
05729325|SI|2018-04-26|SI|2018-04-26|SI|2018-04-16|2020-02-28
38153951|SI|2020-02-12|SI|2020-02-12|SI|2020-02-12|2020-02-28
83110638|NO|9999-12-31|SI|2015-01-06|NO|9999-12-31|2020-02-28
58293404|SI|2017-04-02|SI|2017-04-02|SI|2017-01-23|2020-02-28
65129125|SI|2016-10-20|SI|2016-10-20|SI|2016-08-29|2020-02-28
00478527|SI|2019-11-13|SI|2019-11-13|SI|2019-11-13|2020-02-28
50229616|NO|9999-12-31|SI|2016-01-23|NO|9999-12-31|2020-02-28
70283634|NO|9999-12-31|SI|2018-10-30|NO|9999-12-31|2020-02-28
35823859|NO|9999-12-31|SI|2013-01-27|NO|9999-12-31|2020-02-28
64028289|NO|9999-12-31|SI|2016-08-22|NO|9999-12-31|2020-02-28
53927348|SI|2016-11-14|SI|2015-05-25|SI|2016-11-14|2020-02-28
31344000|NO|9999-12-31|SI|2016-05-19|NO|9999-12-31|2020-02-28
34948189|NO|9999-12-31|SI|2007-01-11|NO|9999-12-31|2020-02-28
11341961|SI|2019-02-22|SI|2019-02-22|SI|2017-07-18|2020-02-28
30342713|SI|2019-07-05|SI|2019-07-05|SI|2016-11-21|2020-02-28
75967452|NO|9999-12-31|SI|2018-08-17|NO|9999-12-31|2020-02-28
45744598|NO|9999-12-31|SI|2016-05-05|NO|9999-12-31|2020-02-28
30966408|SI|2018-10-25|SI|2018-10-25|SI|2017-05-16|2020-02-28
04047299|NO|9999-12-31|SI|2016-04-19|NO|9999-12-31|2020-02-28
42920028|SI|2019-04-16|SI|2017-09-19|SI|2019-04-16|2020-02-28
42026263|NO|9999-12-31|SI|2018-03-28|NO|9999-12-31|2020-02-28
56946907|NO|9999-12-31|SI|2015-08-25|NO|9999-12-31|2020-02-28
47233242|SI|2018-11-23|SI|2018-11-23|SI|2018-11-23|2020-02-28
06326159|SI|2019-08-28|SI|2019-08-28|SI|2019-08-28|2020-02-28
27951382|NO|9999-12-31|NO|9999-12-31|SI|2016-11-22|2020-02-28
10678493|NO|9999-12-31|SI|2015-10-18|NO|9999-12-31|2020-02-28
71706317|NO|9999-12-31|SI|2012-09-03|NO|9999-12-31|2020-02-28
00684157|SI|2020-01-28|SI|2020-01-28|SI|2020-01-07|2020-02-28
41174026|NO|9999-12-31|NO|9999-12-31|SI|2016-06-11|2020-02-28
80336488|SI|2018-01-20|SI|2018-01-20|SI|2013-08-08|2020-02-28
38193445|SI|2019-05-03|SI|2019-05-03|SI|2019-05-03|2020-02-28
86399940|SI|2017-06-24|SI|2016-10-24|SI|2017-06-24|2020-02-28
44131117|SI|2018-09-17|SI|2018-09-17|SI|2018-09-17|2020-02-28
97708467|NO|9999-12-31|SI|2015-09-30|NO|9999-12-31|2020-02-28
72449974|NO|9999-12-31|SI|2017-02-08|NO|9999-12-31|2020-02-28
74423301|NO|9999-12-31|NO|9999-12-31|SI|2017-03-08|2020-02-28
83066344|NO|9999-12-31|SI|2015-07-30|NO|9999-12-31|2020-02-28
36294380|NO|9999-12-31|SI|2014-01-31|NO|9999-12-31|2020-02-28
38581820|NO|9999-12-31|SI|2014-08-05|NO|9999-12-31|2020-02-28
91151771|SI|2017-06-16|SI|2017-06-16|SI|2017-06-16|2020-02-28
27912721|NO|9999-12-31|SI|2014-05-17|NO|9999-12-31|2020-02-28
80177718|NO|9999-12-31|SI|2018-02-07|NO|9999-12-31|2020-02-28
48650680|NO|9999-12-31|NO|9999-12-31|SI|2017-06-09|2020-02-28
11639048|NO|9999-12-31|SI|2020-01-18|NO|9999-12-31|2020-02-28
03671589|SI|2018-07-31|SI|2018-07-31|SI|2018-07-31|2020-02-28
42780809|SI|2017-05-18|SI|2017-05-18|SI|2017-05-18|2020-02-28
68075085|NO|9999-12-31|SI|2010-10-25|NO|9999-12-31|2020-02-28
80783120|NO|9999-12-31|SI|2018-12-29|NO|9999-12-31|2020-02-28
54503097|SI|2017-06-14|SI|2017-06-14|SI|2017-04-25|2020-02-28
46953828|NO|9999-12-31|SI|2018-02-02|NO|9999-12-31|2020-02-28
83022515|SI|2019-06-03|SI|2019-06-03|SI|2019-06-03|2020-02-28
69254746|SI|2018-08-22|SI|2018-08-22|SI|2018-08-22|2020-02-28
77822024|NO|9999-12-31|SI|2014-06-09|NO|9999-12-31|2020-02-28
24155443|SI|2018-08-23|SI|2018-08-23|SI|2018-08-23|2020-02-28
52848393|SI|2019-12-05|SI|2019-12-05|SI|2018-03-02|2020-02-28
56994392|NO|9999-12-31|SI|2012-05-10|NO|9999-12-31|2020-02-28
48248760|SI|2018-12-20|SI|2018-12-20|SI|2017-07-19|2020-02-28
24783819|NO|9999-12-31|SI|2014-10-01|NO|9999-12-31|2020-02-28
35662201|SI|2018-08-25|SI|2018-08-25|SI|2018-08-25|2020-02-28
51922628|SI|2019-01-24|SI|2019-01-24|SI|2019-01-24|2020-02-28
98422915|SI|2017-01-24|SI|2016-12-15|SI|2017-01-24|2020-02-28
62004019|NO|9999-12-31|SI|2018-11-14|NO|9999-12-31|2020-02-28
08606204|SI|2017-06-02|SI|2016-07-05|SI|2017-06-02|2020-02-28
81506297|NO|9999-12-31|SI|2012-01-16|NO|9999-12-31|2020-02-28
26849322|NO|9999-12-31|SI|2013-11-30|NO|9999-12-31|2020-02-28
87678625|NO|9999-12-31|SI|2013-12-11|NO|9999-12-31|2020-02-28
60542543|SI|2019-03-18|SI|2019-03-18|SI|2019-03-18|2020-02-28
89696719|SI|2019-02-19|SI|2013-12-31|SI|2019-02-19|2020-02-28
29397081|NO|9999-12-31|NO|9999-12-31|SI|2019-10-30|2020-02-28
24928525|SI|2017-10-18|SI|2017-10-18|SI|2017-10-18|2020-02-28
27358520|SI|2018-05-28|SI|2018-05-28|SI|2018-05-28|2020-02-28
74895844|NO|9999-12-31|SI|2019-01-09|NO|9999-12-31|2020-02-28
44635721|SI|2019-12-14|SI|2019-12-14|SI|2019-12-14|2020-02-28
08478080|SI|2018-09-08|SI|2018-09-08|SI|2018-09-08|2020-02-28
91766343|NO|9999-12-31|NO|9999-12-31|SI|2016-11-24|2020-02-28
06935677|NO|9999-12-31|SI|2015-02-24|NO|9999-12-31|2020-02-28
08281012|NO|9999-12-31|SI|2018-08-03|NO|9999-12-31|2020-02-28
42577135|SI|2018-11-26|SI|2018-11-26|SI|2018-11-16|2020-02-28
50075017|NO|9999-12-31|NO|9999-12-31|SI|2019-11-12|2020-02-28
07355255|SI|2014-01-03|SI|2014-01-03|SI|2013-07-24|2020-02-28
01449989|NO|9999-12-31|SI|2013-06-18|NO|9999-12-31|2020-02-28
92620313|NO|9999-12-31|SI|2014-03-22|NO|9999-12-31|2020-02-28
45407897|NO|9999-12-31|SI|2016-03-26|NO|9999-12-31|2020-02-28
90320273|SI|2019-03-06|SI|2019-03-06|SI|2019-03-06|2020-02-28
80219801|SI|2018-09-19|SI|2018-09-19|SI|2018-09-19|2020-02-28
98580638|NO|9999-12-31|SI|2016-08-26|NO|9999-12-31|2020-02-28
06543817|SI|2019-03-31|SI|2019-03-31|SI|2016-11-09|2020-02-28
26672370|SI|2018-07-23|SI|2018-07-23|SI|2018-07-17|2020-02-28
64626830|NO|9999-12-31|SI|2016-01-09|NO|9999-12-31|2020-02-28
27391819|NO|9999-12-31|SI|2014-05-13|NO|9999-12-31|2020-02-28
56524921|NO|9999-12-31|NO|9999-12-31|SI|2017-03-09|2020-02-28
48088911|SI|2018-08-20|SI|2018-08-20|SI|2016-08-17|2020-02-28
39773948|NO|9999-12-31|NO|9999-12-31|SI|2019-10-18|2020-02-28
45398598|SI|2019-02-04|SI|2019-02-04|SI|2019-02-04|2020-02-28
82310954|NO|9999-12-31|NO|9999-12-31|SI|2018-04-23|2020-02-28
01804699|NO|9999-12-31|SI|2015-12-16|NO|9999-12-31|2020-02-28
78696872|NO|9999-12-31|SI|2013-04-04|NO|9999-12-31|2020-02-28
